상품코드,상품분류 번호,상품분류 신상품영역,상품분류 추천상품영역,상품명,영문 상품명,상품명(관리용),상품 요약설명,상품 간략설명,검색어설정,소비자가,공급가,상품가,판매가,검색엔진최적화(SEO) Title,검색엔진최적화(SEO) Author,검색엔진최적화(SEO) Description,검색엔진최적화(SEO) Keywords,검색엔진최적화(SEO) 상품 이미지 Alt 텍스트
P00000BO,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]초생강적색 1.3KG,[Banchan Container]초생강적색 1.3KG,,[반찬단지]초생강적색 1.3KG - AI 최적화 상품,[반찬단지]초생강적색 1.3KG - Claude AI가 선별한 프리미엄 상품,"반찬단지,초생강적색,1.3KG,한식 반찬,삼계탕 반찬,생선 반찬,반찬 세트,가정반찬,한국식 반찬,한식 가정반찬,김치 반찬,간편 반찬,소고기 반찬,오이 소스,닭고기 반찬,채소 반찬,해물 반찬,고기 반찬,두부 반찬,야채 반찬,초생강,생강,적색생강,반찬단지,초절임생강,1.3kg,생강절임,김치,밑반찬,요리재료,일본식생강,초생강 1.3kg,생강가루,생강차,생강효능,편의성,대용량,가성비,겨울철 건강,음식재료",2833,1700,2073,2280,만원요리 최씨남매 초생강적색 1.3KG - 집에서 즐기는 프리미엄,만원요리 최씨남매,"최씨남매 만원요리 초생강적색 1.3KG - 신선한 재료로 만든. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,고급,만원요리,매콤,모임각,밀키트,바삭한,반찬단지,시간절약,전체상품,정통,정품,즉석,즉석요리,초생강적색,최씨남매,추천,프",최씨남매 초생강적색 1.3KG - 만원요리 프리미엄 상품
P00000BN,53|99|100|55|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]락교 1kg,[Banchan Container]락교 1kg,,[반찬단지]락교 1kg - AI 최적화 상품,[반찬단지]락교 1kg - Claude AI가 선별한 프리미엄 상품,"락교,반찬단지,락교 반찬단지,한식 반찬,냉동 반찬,냉동 락교,한식 반찬 락교,반찬용 락교,반찬용 락교 1kg,반찬용 락교 냉동,락교 반찬용품,락교 반찬단지 1kg,락교 반찬용품 1kg,락교 냉동 반찬,락교 반찬단지 구매,냉동 락교 반찬,한식 반찬 락교 1kg,냉동,락교,락교 1kg,반찬단지 락교,1kg 락교,락교 1키로,즉석 락교,냉장 락교,락교 장아찌,락교 가격,반찬단지,수입 락교,대용량 락교,락교 할인,락교 판매,락교 도매,술안주 락교,초밥 락교,락교 보관,락교 만들기,락교 효능,[반찬단지]락교 1kg 관련 2024-2025년 최신 트렌드 키워드는 다음과 같습니다.

**락교,반찬단지",10333,6200,7527,8280,최씨남매 락교 1kg - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 락교 1kg. 전통 방식으로 조리. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편식,고급,고소한,락교,만원요리,만원요리추천,맛집,모임각,반찬단지,손님접대,시간절약,신선,영양,전체상품,정통,정품,즉석요리,최씨남매,파티각,",만원요리 최씨남매 락교 1kg 상품 이미지
P00000BM,53|99|100|64|56|67,N|N|N|N|N|N,N|N|N|N|N|N,[반찬단지]짜먹는 명란마요 200g,[Banchan Container]짜먹는 명란마요 200g,,[반찬단지]짜먹는 명란마요 200g - AI 최적화 상품,[반찬단지]짜먹는 명란마요 200g - Claude AI가 선별한 프리미엄 상품,"반찬단지,짜먹는 명란마요,200g,명란마요 반찬,짜먹는 명란마요 구매,명란마요 온라인 쇼핑,명란마요 가격,명란마요 구매사이트,명란마요 맛있는 조합,반찬 추천,인기 반찬,짜먹는 반찬,편의점 반찬,집밥 반찬 아이디어,집밥 반찬 레시피,명란마요 요리,명란마요 샐러드,명란,명란마요,짜먹는명란마요,반찬단지,반찬단지명란마요,명란마요소스,튜브명란마요,짜먹는마요네즈,명란,마요네즈,간편식,밥도둑,술안주,편의점명란마요,냉장고용명란마요,명란마요추천,200g명란마요,넉넉한명란마요,대용량명란마요,명란마요 레시피,명란마요 활용법,[반찬단지]짜먹는 명란마요 200g 관련 2024-2025년 최신 트렌드 키워드 15개는 다음과 같습니다.

**명란마요,짜먹는소스",3833,2300,2800,3080,만원요리 최씨남매 | 짜먹는 명란마요 200g 정품 프리미엄,만원요리 최씨남매,만원요리 최씨남매 짜먹는 명란마요 200g. 고급 레시피의 완성. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,만원요리,맛있는,맥주안주,명란마요,모임각,반찬단지,부드러운,손님접대,술안주,술한잔,인기,전체상품,정품,즉석요리,집밥각,짜먹는,최",만원요리 최씨남매 추천 짜먹는 명란마요 200g
P00000BL,53|60|99|100|102|64|56|67,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]간장알마늘 120g,[Banchan Container]Soy Sauce알마늘 120g,,[반찬단지]간장알마늘 120g - AI 최적화 상품,[반찬단지]간장알마늘 120g - Claude AI가 선별한 프리미엄 상품,"간장알마늘,반찬단지,알마늘 반찬,간장마늘,알마늘 조림,알마늘 무침,간장알마늘 조리법,간장알마늘 레시피,알마늘 요리,반찬 알마늘,간장 알마늘 반찬,알마늘 반찬 만들기,간장알마늘 구매,알마늘 요리법,간장알마늘 만들기,알마늘 반찬 구매,간장 알마늘 요리,알마늘 반,간장알마늘,반찬단지 간장알마늘,알마늘장아찌,알마늘,간장알리,마늘장아찌,밥도둑,술안주,반찬,간장,알마늘 양념,반찬단지,밑반찬,120g,간장마늘,마늘,국산마늘,밥반찬,간편반찬,냉장보관,2024-2025년 '[반찬단지]간장알마늘 120g' 관련 최신 트렌드 키워드는 다음과 같습니다.

**간장알마늘,반찬단지",2833,1700,2073,2280,간장알마늘 120g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,간장알마늘 120g | 만원요리 최씨남매 추천. 집에서 즐기는 특별함. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간장알마늘,간편식,고급,달콤,만원요리,맥주안주,모임각,밀키트,반찬단지,베스트,손님접대,술안주,술한잔,안전,전체상품,정품,집밥,집밥각,쫄깃한,최",간장알마늘 120g | 만원요리 최씨남매 정품
P00000BK,53|60|99|100|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]명이나물 120g,[Banchan Container]명이나물 120g,,[반찬단지]명이나물 120g - AI 최적화 상품,[반찬단지]명이나물 120g - Claude AI가 선별한 프리미엄 상품,"반찬단지 명이나물 120g,명이나물 반찬단지,명이나물 반찬,명이나물 상품,명이나물 온라인 쇼핑,명이나물 구매,명이나물 식자재,명이나물 요리,명이나물 조리법,명이나물 레시피,명이나물 구매처,명이나물 가격,명이나물 배송,명이나물 할인,명이나물 구매하기,명이나물 온라인,명이나물,명이나물 120g,반찬단지 명이나물,명이나물 김치,명이나물 쌈,명이나물 가격,명이나물 효능,국산 명이나물,명이나물 보관법,신선한 명이나물,맛있는 명이나물,명이나물 택배,명이나물 파는곳,명이나물 무침,쌈 명이나물,고기랑 먹는 명이나물,명이나물 양념,명이나물 1kg,저렴한 명이나물,반찬단지,2024-2025년 최신 반찬단지 명이나물 120g 관련 트렌드 키워드는 다음과 같습니다.

**명이나물,반찬단지,120g,명이장아찌",4000,2400,2982,3280,최씨남매 만원요리 명이나물 120g | 정품 보장 프리미엄 맛,만원요리 최씨남매,"최씨남매 만원요리 명이나물 120g - 정성스럽게 만든 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편조리,건강,만원요리,매콤,맥주안주,명이나물,모임각,밀키트,바삭한,반찬단지,술안주,술한잔,시간절약,전체상품,정통,정품,즉석,집밥,집밥각,최씨",최씨남매 명이나물 120g - 만원요리 프리미엄 상품
P00000BJ,53|60|100|103|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|Y,[반찬단지]오징어젓 120g,[Banchan Container]Squid젓 120g,,[반찬단지]오징어젓 120g - AI 최적화 상품,[반찬단지]오징어젓 120g - Claude AI가 선별한 프리미엄 상품,"반찬단지 오징어젓,오징어젓 반찬,오징어젓 120g,오징어젓 구매,오징어젓 가격,오징어젓 온라인,오징어젓 판매,오징어젓 인기상품,반찬단지 오징어젓 구매,반찬단지 오징어젓 가격,반찬단지 오징어젓 120g,반찬단지 오징어젓 인기상품,반찬단지 오징어젓 판매처,반찬단지 오징어젓 온라인 쇼핑,오징,오징어젓,반찬단지 오징어젓,120g 오징어젓,젓갈,오징어젓갈,반찬,밥반찬,술안주,오징어 젓갈,국산 오징어젓,간편 반찬,오징어젓 120g,반찬단지,맛있는 오징어젓,깔끔한 오징어젓,매콤한 오징어젓,짭짤한 오징어젓,저염 오징어젓,오징어젓 추천,반찬쇼핑몰 오징어젓,[반찬단지] 오징어젓 120g 관련 2024-2025년 최신 트렌드 키워드는 다음과 같습니다.

**오징어젓갈,신선오징어,냉장오징어,냉동오징어,지속가능한 해산물",3166,1900,2345,2580,만원요리 최씨남매 오징어젓 120g - 집에서 즐기는 프리미엄,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 오징어젓 120g. 쫄깃한 바다의 맛. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편조리,고급,고소한,만원요리,만원요리추천,맛집,밀키트,반찬단지,시간절약,신선,영양,오징어젓,전체상품,정통,정품,집밥,집밥각,최씨남매,파티각,",만원요리 최씨남매 오징어젓 120g 상품 이미지
P00000BI,53|60|99|100|64|56|67|58,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]연근조림 120g,[Banchan Container]연근조림 120g,,[반찬단지]연근조림 120g - AI 최적화 상품,[반찬단지]연근조림 120g - Claude AI가 선별한 프리미엄 상품,"반찬단지,연근조림,120g,한식 반찬,가정식,손맛,간편식,냉동식품,소스,가정간편식,영양가,손쉬운 조리,소스 반찬,건강식품,한국 가정식,가정식 메뉴,반찬 가게,요리 재료,가정식 요리,한국 전통음식,연근조림,반찬단지 연근조림,연근조림 120g,반찬,간편식,집반찬,밑반찬,연근 요리,연근레시피,건강식단,밥반찬,밥도둑,밑반찬추천,간편반찬,무농약 연근조림,저염 연근조림,연근조림 만들기,연근 효능,건강 반찬,국산 연근조림",3333,2000,2436,2680,최씨남매 연근조림 120g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,만원요리 최씨남매 연근조림 120g. 부드럽고 담백한 맛. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편식,간편조리,고급,만원요리,맛있는,밀키트,반찬단지,부드러운,손님접대,시간절약,연근조림,인기,전체상품,정통,정품,즉석요리,집밥각,최씨",만원요리 최씨남매 추천 연근조림 120g
P00000BH,53|60|99|100|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]무말랭이무침 120g,[Banchan Container]무말랭이무침 120g,,[반찬단지]무말랭이무침 120g - AI 최적화 상품,[반찬단지]무말랭이무침 120g - Claude AI가 선별한 프리미엄 상품,"반찬단지,무말랭이무침,120g,한식반찬,가정밥상,반찬메뉴,한국가정식,소스가득,간편반찬,요리재료,가정간편식,한국음식,반찬추천,요리레시피,한국요리,가정식탁,한국가정밥상,한국음식문화,한국식탁문화,무침류,무말랭이무침,반찬단지 무말랭이,무말랭이,무말랭이 나물,밥반찬,간편 반찬,무말랭이 120g,반찬,밑반찬,국산 무말랭이,건강한 반찬,집반찬,무말랭이 양념,맛있는 무말랭이,저염 무말랭이,무침,반찬쇼핑몰,간편식,온라인 반찬,120g 무말랭이",2500,1500,1891,2080,만원요리 최씨남매 | 무말랭이무침 120g 정품 프리미엄,만원요리 최씨남매,무말랭이무침 120g | 만원요리 최씨남매 추천. 고소하고 진한 맛. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,달콤,만원요리,모임각,무말랭이무침,밀키트,반찬단지,베스트,손님접대,술한잔,안전,전체상품,정통,정품,즉석요리,쫄깃한,최씨남매,파티",무말랭이무침 120g | 만원요리 최씨남매 정품
P00000BG,53|60|99|100|64|56|67,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[반찬단지]낙지젓 120g,[Banchan Container]낙지젓 120g,,[반찬단지]낙지젓 120g - AI 최적화 상품,[반찬단지]낙지젓 120g - Claude AI가 선별한 프리미엄 상품,"반찬단지 낙지젓,낙지젓 구매,낙지젓 온라인쇼핑,낙지젓 가격,낙지젓 120g,낙지젓 맛,낙지젓 레시피,낙지젓 인기상품,낙지젓 할인,낙지젓 배송,낙지젓 구매처,낙지젓 추천,낙지젓 신선도,낙지젓 온라인몰,낙지젓 구매사이트,낙지젓 인터넷쇼핑,낙지젓 매장,낙지젓 신선한,낙지젓,낙지젓,낙지젓갈,반찬단지,반찬단지 낙지젓,밥도둑,술안주,젓갈,해산물,밑반찬,간편식,간장낙지젓,낙지젓 120g,맛있는 낙지젓,추천 낙지젓,국산 낙지젓,양념낙지젓,무침,오징어젓,명란젓,젓갈 종류,2024-2025년 [반찬단지 낙지젓 120g] 관련 최신 트렌드 키워드는 다음과 같습니다.

**낙지젓갈",4500,2700,3345,3680,낙지젓 120g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"최씨남매 만원요리 낙지젓 120g - 정통 스타일의 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,낙지젓,만원요리,매콤,맥주안주,모임각,바삭한,반찬단지,손님접대,술안주,술한잔,전체상품,정통,정품,즉석,즉석요리,최씨남매,",최씨남매 낙지젓 120g - 만원요리 프리미엄 상품
P00000BF,53|60|99|100|54|64|56|67,N|N|N|N|N|N|N|N,N|N|N|N|N|N|N|N,[반찬단지]깻잎무침 120g,[Banchan Container]깻잎무침 120g,,[반찬단지]깻잎무침 120g - AI 최적화 상품,[반찬단지]깻잎무침 120g - Claude AI가 선별한 프리미엄 상품,"반찬단지 깻잎무침,깻잎무침 120g,깻잎 무침 반찬,깻잎 반찬,깻잎 요리,깻잎 무침 레시피,깻잎 요리법,깻잎 반찬 만들기,깻잎 무침 가격,깻잎 무침 구매,깻잎 무침 온라인,깻잎 무침 주문,깻잎 무침 배송,깻잎 무침 제조사,깻잎 무침 판매,깻잎 무침,깻잎무침,반찬단지 깻잎무침,깻잎무침 120g,깻잎 장아찌,깻잎 반찬,간편 반찬,밑반찬,냉장 반찬,집밥 반찬,반찬쇼핑몰,국산 깻잎,깻잎 요리,깻잎,무침,반찬 배달,간편식,건강한 반찬,맛있는 깻잎무침,영양 반찬,깻잎무침 레시피,[반찬단지] 깻잎무침 120g 관련 2024-2025년 최신 트렌드 키워드는 다음과 같습니다.

**깻잎무침,깻잎요리,반찬단지,집밥반찬",3333,2000,2436,2680,최씨남매 만원요리 깻잎무침 120g | 정품 보장 프리미엄 맛,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 깻잎무침 120g. 깊은 맛의 프리미엄. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","고소한,깻잎무침,만원요리,만원요리추천,맛집,맥주안주,모임각,반찬단지,손님접대,술안주,술한잔,시간절약,신선,영양,전체상품,정품,집밥,집밥각,최",만원요리 최씨남매 깻잎무침 120g 상품 이미지
P00000BE,53|99|100|64|56|67,N|N|N|N|N|N,N|N|N|N|N|N,[반찬단지]낙지젓 200gPE,[Banchan Container]낙지젓 200gPE,,[반찬단지]낙지젓 200gPE - AI 최적화 상품,[반찬단지]낙지젓 200gPE - Claude AI가 선별한 프리미엄 상품,"낙지젓,반찬단지,낙지젓 200gPE,낙지젓 구매,낙지젓 온라인 쇼핑,낙지젓 가격,낙지젓 특가,낙지젓 배송,낙지젓 인기상품,낙지젓 추천,낙지젓 할인,낙지젓 구매처,낙지젓 구매 사이트,낙지젓 온라인몰,낙지젓 맛집,낙지젓 레시피,낙지젓 품질보증,낙지젓 안전구매,낙지젓 리뷰,낙지,낙지젓,낙지젓갈,반찬단지,반찬,젓갈,밥반찬,밑반찬,해산물,낙지,숙회,밥도둑,간편식,집반찬,냉동,냉장,추천,맛있는,선물,인기,200g",7333,4400,5345,5880,만원요리 최씨남매 낙지젓 200gPE - 집에서 즐기는 프리미엄,만원요리 최씨남매,만원요리 최씨남매 낙지젓 200gPE. 신선한 재료로 만든. 정성스럽게 준비한 프리미엄 상품으로 특별한 한 끼를 완성하세요.,"1인분,간편조리,낙지젓,만원요리,맛있는,맥주안주,밀키트,반찬단지,부드러운,손님접대,술안주,술한잔,시간절약,인기,전체상품,정품,집밥,집밥각,최씨",만원요리 최씨남매 추천 낙지젓 200gPE
P00000BD,53|99|100|64|56|67,N|N|N|N|N|N,N|N|N|N|N|N,[반찬단지]진미채무침 80g,[Banchan Container]진미채무침 80g,,[반찬단지]진미채무침 80g - AI 최적화 상품,[반찬단지]진미채무침 80g - Claude AI가 선별한 프리미엄 상품,"반찬단지,진미채무침,80g,가정밥상,한식반찬,채소반찬,가정식탁,반찬메뉴,가정간편식,채소요리,한식요리,가정반찬,한식가정밥상,가정간편반찬,집밥맛집,가정간편요리,한식가정식탁,가정식단,반찬추천,집밥레시피,진미채무침,반찬단지 진미채무침,진미채,볶음진미채,진미채볶음,반찬,간편반찬,술안주,밥반찬,매콤진미채,진미채무침 80g,반찬단지,간편식,무침,고추장진미채,진미채요리,나물,집반찬,저녁반찬,간식",3333,2000,2436,2680,최씨남매 진미채무침 80g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,진미채무침 80g | 만원요리 최씨남매 추천. 전통 방식으로 조리. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,간편조리,고급,달콤,만원요리,밀키트,반찬단지,베스트,술한잔,시간절약,안전,전체상품,정통,정품,진미채무침,집밥,집밥각,쫄깃한,최씨남매,프",진미채무침 80g | 만원요리 최씨남매 정품
